O*NET-SOC Code,Title,Artistic,Conventional,Enterprising,First Interest High-Point,Investigative,Realistic,Second Interest High-Point,Social,Third Interest High-Point,Occupation,Job Family
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1.0,4.33,1.22,1.0,2.16,7.0,6.0,1.0,0.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production
51-9022.00,"Grinding and Polishing Workers, Hand",1.69,3.32,1.0,1.0,1.39,7.0,6.0,1.09,0.0,"Grinding and Polishing Workers, Hand",Production
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",1.22,4.21,1.18,1.0,2.11,6.49,6.0,1.04,0.0,"Mixing and Blending Machine Setters, Operators, and Tenders",Production
51-9031.00,"Cutters and Trimmers, Hand",2.19,3.75,1.0,1.0,1.22,6.24,6.0,1.13,0.0,"Cutters and Trimmers, Hand",Production
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",1.12,4.17,1.22,1.0,1.52,6.7,6.0,1.0,0.0,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.28,4.3,1.25,1.0,2.23,6.54,6.0,1.04,0.0,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1.0,4.53,1.22,1.0,2.17,6.89,6.0,1.25,0.0,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",1.0,5.36,1.38,1.0,3.42,5.73,6.0,1.0,2.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production
51-9071.00,Jewelers and Precious Stone and Metal Workers,3.81,3.3,1.6,1.0,2.58,6.54,3.0,1.04,6.0,Jewelers and Precious Stone and Metal Workers,Production
51-9071.06,Gem and Diamond Workers,2.88,4.12,2.12,1.0,3.08,5.47,6.0,1.15,0.0,Gem and Diamond Workers,Production
51-9081.00,Dental Laboratory Technicians,1.45,4.22,1.0,1.0,4.47,6.68,2.0,2.67,6.0,Dental Laboratory Technicians,Production
51-9082.00,Medical Appliance Technicians,1.55,3.68,1.0,1.0,4.06,7.0,2.0,3.12,6.0,Medical Appliance Technicians,Production
51-9083.00,Ophthalmic Laboratory Technicians,1.63,4.15,1.24,1.0,2.91,6.45,6.0,1.88,0.0,Ophthalmic Laboratory Technicians,Production
51-9111.00,Packaging and Filling Machine Operators and Tenders,1.0,4.97,1.85,1.0,1.24,6.56,6.0,1.01,0.0,Packaging and Filling Machine Operators and Tenders,Production
51-9123.00,"Painting, Coating, and Decorating Workers",3.42,3.41,1.0,1.0,1.35,6.93,3.0,1.56,6.0,"Painting, Coating, and Decorating Workers",Production
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.11,3.64,1.05,1.0,1.49,6.98,6.0,1.23,0.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Production
51-9141.00,Semiconductor Processing Technicians,1.0,5.14,1.45,1.0,3.07,6.42,6.0,1.11,0.0,Semiconductor Processing Technicians,Production
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.15,5.23,1.3,1.0,2.01,5.37,6.0,1.15,3.0,Photographic Process Workers and Processing Machine Operators,Production
51-9161.00,Computer Numerically Controlled Tool Operators,1.14,5.44,1.43,1.0,2.82,6.4,6.0,1.0,0.0,Computer Numerically Controlled Tool Operators,Production
51-9162.00,Computer Numerically Controlled Tool Programmers,1.41,6.19,1.71,6.0,3.78,4.62,1.0,1.61,2.0,Computer Numerically Controlled Tool Programmers,Production
51-9191.00,Adhesive Bonding Machine Operators and Tenders,1.14,4.25,1.12,1.0,1.97,6.54,6.0,1.0,0.0,Adhesive Bonding Machine Operators and Tenders,Production
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1.0,4.45,1.0,1.0,1.77,7.0,6.0,1.0,0.0,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,1.0,4.47,1.03,1.0,2.38,7.0,6.0,1.36,0.0,Cooling and Freezing Equipment Operators and Tenders,Production
51-9194.00,Etchers and Engravers,3.26,3.58,1.0,1.0,2.53,6.82,6.0,1.3,3.0,Etchers and Engravers,Production
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",2.14,4.29,1.0,1.0,2.25,6.62,6.0,1.0,0.0,"Molders, Shapers, and Casters, Except Metal and Plastic",Production
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.79,3.46,1.0,1.0,1.75,7.0,3.0,1.24,6.0,"Stone Cutters and Carvers, Manufacturing",Production
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",1.53,4.74,1.5,1.0,2.46,6.77,6.0,1.13,0.0,"Glass Blowers, Molders, Benders, and Finishers",Production
51-9195.05,"Potters, Manufacturing",2.27,3.53,1.26,1.0,1.64,6.98,6.0,1.01,0.0,"Potters, Manufacturing",Production
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",1.26,4.54,1.45,1.0,1.72,6.53,6.0,1.0,0.0,"Paper Goods Machine Setters, Operators, and Tenders",Production
51-9197.00,Tire Builders,1.0,3.79,1.0,1.0,2.3,7.0,6.0,1.1,0.0,Tire Builders,Production
51-9198.00,Helpers--Production Workers,1.21,4.16,1.7,1.0,1.1,6.51,6.0,1.68,0.0,Helpers--Production Workers,Production
53-1041.00,Aircraft Cargo Handling Supervisors,1.0,4.79,5.37,5.0,2.19,4.6,6.0,2.47,1.0,Aircraft Cargo Handling Supervisors,Transportation and Material Moving
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1.0,5.01,5.9,5.0,1.24,4.09,6.0,3.54,1.0,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Transportation and Material Moving
53-1042.01,Recycling Coordinators,1.0,4.57,4.77,5.0,2.25,4.0,6.0,3.37,1.0,Recycling Coordinators,Transportation and Material Moving
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,1.0,4.9,5.01,5.0,1.8,4.98,1.0,2.39,6.0,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Transportation and Material Moving
53-1044.00,First-Line Supervisors of Passenger Attendants,1.0,5.23,6.52,5.0,1.05,2.6,6.0,4.08,4.0,First-Line Supervisors of Passenger Attendants,Transportation and Material Moving
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.43,4.69,3.79,1.0,3.17,4.74,6.0,2.49,5.0,"Airline Pilots, Copilots, and Flight Engineers",Transportation and Material Moving
53-2012.00,Commercial Pilots,1.18,4.58,3.88,1.0,2.62,4.84,6.0,2.58,5.0,Commercial Pilots,Transportation and Material Moving
53-2021.00,Air Traffic Controllers,1.0,4.84,4.21,6.0,2.53,4.74,1.0,2.64,5.0,Air Traffic Controllers,Transportation and Material Moving
53-2022.00,Airfield Operations Specialists,1.0,5.03,4.48,6.0,3.51,4.73,1.0,2.49,5.0,Airfield Operations Specialists,Transportation and Material Moving
53-2031.00,Flight Attendants,1.08,4.57,3.47,6.0,2.02,4.29,1.0,4.1,4.0,Flight Attendants,Transportation and Material Moving
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.0,3.59,1.54,1.0,2.53,6.38,4.0,4.63,6.0,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation and Material Moving
53-3031.00,Driver/Sales Workers,1.0,4.42,3.44,1.0,1.0,5.65,6.0,2.46,5.0,Driver/Sales Workers,Transportation and Material Moving
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.0,4.37,1.33,1.0,1.93,7.0,6.0,1.32,0.0,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving
53-3033.00,Light Truck Drivers,1.0,4.55,2.3,1.0,1.44,6.65,6.0,1.43,0.0,Light Truck Drivers,Transportation and Material Moving
53-3051.00,"Bus Drivers, School",1.24,4.59,2.16,1.0,1.6,5.64,6.0,4.38,4.0,"Bus Drivers, School",Transportation and Material Moving
53-3052.00,"Bus Drivers, Transit and Intercity",1.0,4.43,2.85,1.0,1.0,5.89,6.0,3.66,4.0,"Bus Drivers, Transit and Intercity",Transportation and Material Moving
53-3053.00,Shuttle Drivers and Chauffeurs,1.0,4.17,2.2,1.0,1.0,6.43,6.0,3.07,4.0,Shuttle Drivers and Chauffeurs,Transportation and Material Moving
53-3054.00,Taxi Drivers,1.0,4.81,2.48,1.0,1.12,5.75,6.0,2.78,0.0,Taxi Drivers,Transportation and Material Moving
53-4011.00,Locomotive Engineers,1.0,4.55,2.12,1.0,3.45,6.76,6.0,1.94,2.0,Locomotive Engineers,Transportation and Material Moving
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.0,4.22,1.91,1.0,2.31,7.0,6.0,1.61,0.0,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation and Material Moving
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.0,4.23,1.43,1.0,2.08,7.0,6.0,1.21,0.0,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Transportation and Material Moving
53-4031.00,Railroad Conductors and Yardmasters,1.0,4.87,3.77,1.0,1.97,5.8,6.0,1.85,5.0,Railroad Conductors and Yardmasters,Transportation and Material Moving
53-4041.00,Subway and Streetcar Operators,1.0,4.34,2.22,1.0,1.32,6.27,6.0,2.69,0.0,Subway and Streetcar Operators,Transportation and Material Moving
53-5011.00,Sailors and Marine Oilers,1.0,3.95,2.42,1.0,2.62,6.98,6.0,1.25,0.0,Sailors and Marine Oilers,Transportation and Material Moving
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.0,4.56,4.23,1.0,2.64,5.61,6.0,1.88,5.0,"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving
53-5022.00,Motorboat Operators,1.1,3.55,3.2,1.0,2.22,6.53,6.0,1.88,5.0,Motorboat Operators,Transportation and Material Moving
53-5031.00,Ship Engineers,1.0,4.7,3.68,1.0,3.55,6.57,6.0,1.76,5.0,Ship Engineers,Transportation and Material Moving
53-6011.00,Bridge and Lock Tenders,1.0,4.36,2.63,1.0,2.46,6.18,6.0,1.74,0.0,Bridge and Lock Tenders,Transportation and Material Moving
53-6021.00,Parking Attendants,1.12,4.96,3.18,1.0,1.0,5.79,6.0,3.03,0.0,Parking Attendants,Transportation and Material Moving
53-6031.00,Automotive and Watercraft Service Attendants,1.0,4.38,2.15,1.0,1.32,6.4,6.0,1.97,0.0,Automotive and Watercraft Service Attendants,Transportation and Material Moving
53-6032.00,Aircraft Service Attendants,1.0,4.16,2.1,1.0,1.83,6.11,6.0,1.87,0.0,Aircraft Service Attendants,Transportation and Material Moving
53-6041.00,Traffic Technicians,1.34,4.59,1.84,1.0,4.3,5.05,6.0,1.88,2.0,Traffic Technicians,Transportation and Material Moving
53-6051.00,Transportation Inspectors,1.0,6.14,2.65,6.0,2.92,5.69,1.0,1.55,0.0,Transportation Inspectors,Transportation and Material Moving
53-6051.01,Aviation Inspectors,1.0,5.73,2.59,6.0,4.09,5.57,1.0,1.43,2.0,Aviation Inspectors,Transportation and Material Moving
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",1.0,5.14,1.35,1.0,3.72,7.0,6.0,1.0,2.0,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation and Material Moving
53-6061.00,Passenger Attendants,1.0,4.3,3.07,6.0,1.07,4.04,4.0,4.27,1.0,Passenger Attendants,Transportation and Material Moving
53-7011.00,Conveyor Operators and Tenders,1.0,4.75,2.79,1.0,1.31,6.35,6.0,1.34,0.0,Conveyor Operators and Tenders,Transportation and Material Moving
53-7021.00,Crane and Tower Operators,1.0,3.95,1.31,1.0,2.22,7.0,6.0,1.2,0.0,Crane and Tower Operators,Transportation and Material Moving
53-7031.00,Dredge Operators,1.0,3.48,2.33,1.0,2.99,6.63,6.0,1.36,0.0,Dredge Operators,Transportation and Material Moving
53-7041.00,Hoist and Winch Operators,1.07,3.33,1.45,1.0,1.55,6.89,6.0,1.45,0.0,Hoist and Winch Operators,Transportation and Material Moving
53-7051.00,Industrial Truck and Tractor Operators,1.0,3.73,1.19,1.0,1.75,7.0,6.0,1.14,0.0,Industrial Truck and Tractor Operators,Transportation and Material Moving
53-7061.00,Cleaners of Vehicles and Equipment,1.0,3.86,1.0,1.0,1.07,7.0,6.0,1.18,0.0,Cleaners of Vehicles and Equipment,Transportation and Material Moving
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,4.6,1.81,1.0,1.0,6.13,6.0,1.43,0.0,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving
53-7062.04,Recycling and Reclamation Workers,1.0,4.39,1.59,1.0,2.04,6.28,6.0,1.28,0.0,Recycling and Reclamation Workers,Transportation and Material Moving
53-7063.00,Machine Feeders and Offbearers,1.0,4.6,1.0,1.0,2.04,7.0,6.0,1.0,0.0,Machine Feeders and Offbearers,Transportation and Material Moving
53-7064.00,"Packers and Packagers, Hand",1.32,5.66,2.46,6.0,1.44,5.52,1.0,1.39,0.0,"Packers and Packagers, Hand",Transportation and Material Moving
53-7065.00,Stockers and Order Fillers,1.0,6.35,3.3,6.0,1.0,4.58,1.0,1.94,5.0,Stockers and Order Fillers,Transportation and Material Moving
53-7071.00,Gas Compressor and Gas Pumping Station Operators,1.0,4.85,1.52,1.0,2.33,6.14,6.0,1.54,0.0,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving
53-7072.00,"Pump Operators, Except Wellhead Pumpers",1.0,4.51,1.46,1.0,2.26,6.67,6.0,1.28,0.0,"Pump Operators, Except Wellhead Pumpers",Transportation and Material Moving
53-7073.00,Wellhead Pumpers,1.0,4.36,1.87,1.0,2.41,6.77,6.0,1.07,0.0,Wellhead Pumpers,Transportation and Material Moving
53-7081.00,Refuse and Recyclable Material Collectors,1.0,4.41,1.55,1.0,1.77,7.0,6.0,1.39,0.0,Refuse and Recyclable Material Collectors,Transportation and Material Moving
53-7121.00,"Tank Car, Truck, and Ship Loaders",1.0,4.68,1.31,1.0,1.94,6.86,6.0,1.0,0.0,"Tank Car, Truck, and Ship Loaders",Transportation and Material Moving
